"NSS 2023 results for students taught at this provider split by mode, level and subject ",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Mode of study,Level of study,Subject level,Subject code,Subject,Question,Responses,Population,Suppression reason,Option 1,Option 2,Option 3,Option 4,Option 5,This does not apply to me,Positivity measure (%),Benchmark (%),Difference (ppt),Standard deviation,Contribution to benchmark (%),Materially below benchmark (%),Broadly in line with benchmark (%),Materially above benchmark (%),Publication response headcount,Publication response rate (%)
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q17: How well organised is your course?,307.8,439,,48.5,161.67,68.5,29.17,,0.5,68.3,65.3,3,2.6,6.8,1.6,40.8,57.6,359,70.2
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q18: How well were any changes to teaching on your course communicated?,304.8,439,,54.5,165.5,67.67,17.17,,3.5,72.2,69.8,2.4,2.5,6.8,2.4,49.1,48.5,359,70.2
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q19: How well have the IT resources and facilities supported your learning?,303.8,439,,75.5,190.34,29,9,,4.5,87.5,84.5,3,1.9,7,0.2,39.7,60.1,359,70.2
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",298.8,439,,107.5,156.34,27.5,7.5,,9.5,88.3,90.4,-2.1,1.7,6.9,40.6,59.1,0.3,359,70.2
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",298.8,439,,83.5,169.34,37,9,,8.5,84.6,85.6,-1,2,7.1,22.5,73.7,3.8,359,70.2
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q22: To what extent do you get the right opportunities to give feedback on your course?,305.8,439,,124,141.17,37.67,3,,0.5,86.7,81.2,5.5,2,6.9,0,6.5,93.5,359,70.2
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q23: To what extent are students' opinions about the course valued by staff?,303.8,439,,88,133,59.67,23.17,,2.5,72.7,70.6,2.2,2.4,6.9,2.7,52.5,44.8,359,70.2
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q24: How clear is it that students' feedback on the course is acted on?,303.7,439,,55,123,102.17,23.5,,2.67,58.6,56,2.7,2.7,6.9,2.6,44.9,52.5,359,70.2
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q25: How well does the students' union (association or guild) represent students' academic interests?,265.2,439,,46.5,149.67,53,16,,40.17,74,71.4,2.5,2.5,7.3,2.4,47.1,50.5,359,70.2
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Q26: How well communicated was information about your university/college's mental wellbeing support services?,300.3,439,,87.5,136.17,58,18.67,,5,74.5,74.4,0.1,2.4,7,14,70.6,15.4,359,70.2
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",300.3,439,,81.17,163.17,45.5,10.5,,5,81.4,83.6,-2.2,2,8.2,44.6,54.4,1,359,70.2
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Theme 1: Teaching on my course,308.3,439,,,,,,,,86.1,84.3,1.8,1.9,6.8,1.3,62.9,35.8,359,70.2
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Theme 2: Learning opportunities,308.3,439,,,,,,,,80.1,80.2,-0.1,2.1,6.8,13,75.7,11.3,359,70.2
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Theme 3: Assessment and feedback,308.3,439,,,,,,,,72.5,71.6,0.9,2.4,6.8,7.9,67.6,24.5,359,70.2
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Theme 4: Academic support,308.3,439,,,,,,,,82.3,81.1,1.2,2.2,6.8,4.7,68.6,26.7,359,70.2
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Theme 5: Organisation and management,307.8,439,,,,,,,,70.4,67.6,2.8,2.5,6.8,1.8,43.5,54.6,359,70.2
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Theme 6: Learning resources,308.3,439,,,,,,,,86.8,86.7,0.1,1.8,6.8,7.8,82.4,9.8,359,70.2
All modes,All undergraduates,CAH1,CAH02,Subjects allied to medicine,Theme 7: Student voice,306.3,439,,,,,,,,72.7,69.4,3.3,2.5,6.9,0.9,36.6,62.5,359,70.2
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q01: How good are teaching staff at explaining things?,20,26,,1,13,4,2,,0,70,81.6,-11.6,6.9,29.4,90.7,7.2,2,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q02: How often do teaching staff make the subject engaging?,20,26,,1,17,2,0,,0,90,81.4,8.6,6.4,29.4,4.1,12.9,83,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q03: How often is the course intellectually stimulating?,20,26,,2,12,5,1,,0,70,77.8,-7.8,7.3,29.5,76.7,15.4,7.9,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q04: How often does your course challenge you to achieve your best work?,20,26,,5,8,6,1,,0,65,74.5,-9.5,6.9,29.4,84.5,11.5,4.1,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,20,26,,4,11,5,0,,0,75,75,0,6.7,29.5,35.6,29.2,35.3,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,20,26,,2,10,4,4,,0,60,68.8,-8.8,7.6,29.4,79.7,13.5,6.8,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,20,26,,5,9,5,1,,0,70,72.2,-2.2,7.5,29.4,48.4,25.1,26.5,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q08: To what extent does your course have the right balance of directed and independent study?,20,26,,4,11,3,2,,0,75,60.5,14.5,7.3,29.4,1,4,95,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,20,26,,6,8,4,2,,0,70,75.6,-5.6,6.6,29.4,68,20.9,11.1,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q10: How clear were the marking criteria used to assess your work?,20,26,,0,7,9,4,,0,35,53.1,-18.1,8.7,29.4,96.3,2.8,0.9,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q11: How fair has the marking and assessment been on your course?,20,26,,0,10,6,4,,0,50,64.3,-14.3,8.3,29.5,92.1,5.7,2.2,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q12: How well have assessments allowed you to demonstrate what you have learned?,20,26,,1,10,6,3,,0,55,62,-7,8.3,29.4,70.5,16.8,12.6,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q13: How often have you received assessment feedback on time?,20,26,,11,8,0,1,,0,95,79.8,15.2,5,29.4,0,0.5,99.5,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q14: How often does feedback help you to improve your work?,20,26,,2,11,6,1,,0,65,62.8,2.2,8,29.4,27.9,23.6,48.6,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q15: How easy was it to contact teaching staff when you needed to?,20,26,,6,7,5,2,,0,65,73.3,-8.3,8.3,29.4,75.9,14.5,9.5,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q16: How well have teaching staff supported your learning?,20,26,,2,10,5,3,,0,60,74.9,-14.9,8,29.4,93.8,4.7,1.6,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q17: How well organised is your course?,20,26,,0,1,5,14,,0,5,32.1,-27.1,8.4,29.4,99.8,0.1,0,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q18: How well were any changes to teaching on your course communicated?,20,26,,0,3,9,8,,0,15,45.6,-30.6,8.8,29.4,99.9,0.1,0,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q19: How well have the IT resources and facilities supported your learning?,20,26,,2,12,3,3,,0,70,79.6,-9.6,6.6,29.9,85.9,10.7,3.3,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",20,26,,4,15,1,0,,0,95,90.6,4.4,3.7,29.4,3.3,27.6,69.1,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",20,26,,3,13,3,1,,0,80,79.8,0.2,6.5,30,33.8,30.1,36.1,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q22: To what extent do you get the right opportunities to give feedback on your course?,20,26,,5,8,6,1,,0,65,75.6,-10.6,7.7,29.6,85.3,10.2,4.5,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q23: To what extent are students' opinions about the course valued by staff?,20,26,,2,6,8,4,,0,40,54.6,-14.6,8.9,29.5,91.4,5.9,2.7,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q24: How clear is it that students' feedback on the course is acted on?,20,26,,0,7,9,4,,0,35,46.5,-11.5,8.9,29.4,84.4,9.8,5.8,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q25: How well does the students' union (association or guild) represent students' academic interests?,17,26,,0,10,5,2,,3,58.8,62.3,-3.5,9.1,29.3,54.3,20.1,25.6,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Q26: How well communicated was information about your university/college's mental wellbeing support services?,20,26,,3,13,4,0,,0,80,68.7,11.3,7.8,29.5,3.7,9,87.3,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",20,26,,2,10,6,2,,0,60,71.2,-11.2,7.1,33.4,89,8.3,2.6,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Theme 1: Teaching on my course,20,26,,,,,,,,73.8,78.9,-5.1,7.1,29.4,64.4,21.5,14.1,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Theme 2: Learning opportunities,20,26,,,,,,,,70,70.4,-0.4,7.3,29.4,39,26.7,34.4,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Theme 3: Assessment and feedback,20,26,,,,,,,,60,64.4,-4.4,8.3,29.4,58.9,20.7,20.4,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Theme 4: Academic support,20,26,,,,,,,,62.5,74.1,-11.6,8.3,29.4,86.4,9.2,4.4,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Theme 5: Organisation and management,20,26,,,,,,,,10,38.8,-28.8,8.7,29.4,99.9,0.1,0,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Theme 6: Learning resources,20,26,,,,,,,,81.7,83.5,-1.8,6.1,29.4,45.8,30.4,23.8,20,76.9
All modes,All undergraduates,CAH2,CAH02-04,Nursing and midwifery,Theme 7: Student voice,20,26,,,,,,,,46.7,58.6,-12,8.9,29.4,85.6,9.2,5.2,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q01: How good are teaching staff at explaining things?,20,26,,1,13,4,2,,0,70,81.6,-11.6,6.9,29.4,90.7,7.2,2,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q02: How often do teaching staff make the subject engaging?,20,26,,1,17,2,0,,0,90,81.4,8.6,6.4,29.4,4.1,12.9,83,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q03: How often is the course intellectually stimulating?,20,26,,2,12,5,1,,0,70,77.8,-7.8,7.3,29.5,76.7,15.4,7.9,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q04: How often does your course challenge you to achieve your best work?,20,26,,5,8,6,1,,0,65,74.5,-9.5,6.9,29.4,84.5,11.5,4.1,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q05: To what extent have you had the chance to explore ideas and concepts in depth?,20,26,,4,11,5,0,,0,75,75,0,6.7,29.5,35.6,29.2,35.3,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,20,26,,2,10,4,4,,0,60,68.8,-8.8,7.6,29.4,79.7,13.5,6.8,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q07: To what extent have you had the chance to bring together information and ideas from different topics?,20,26,,5,9,5,1,,0,70,72.2,-2.2,7.5,29.4,48.4,25.1,26.5,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q08: To what extent does your course have the right balance of directed and independent study?,20,26,,4,11,3,2,,0,75,60.5,14.5,7.3,29.4,1,4,95,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,20,26,,6,8,4,2,,0,70,75.6,-5.6,6.6,29.4,68,20.9,11.1,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q10: How clear were the marking criteria used to assess your work?,20,26,,0,7,9,4,,0,35,53.1,-18.1,8.7,29.4,96.3,2.8,0.9,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q11: How fair has the marking and assessment been on your course?,20,26,,0,10,6,4,,0,50,64.3,-14.3,8.3,29.5,92.1,5.7,2.2,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q12: How well have assessments allowed you to demonstrate what you have learned?,20,26,,1,10,6,3,,0,55,62,-7,8.3,29.4,70.5,16.8,12.6,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q13: How often have you received assessment feedback on time?,20,26,,11,8,0,1,,0,95,79.8,15.2,5,29.4,0,0.5,99.5,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q14: How often does feedback help you to improve your work?,20,26,,2,11,6,1,,0,65,62.8,2.2,8,29.4,27.9,23.6,48.6,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q15: How easy was it to contact teaching staff when you needed to?,20,26,,6,7,5,2,,0,65,73.3,-8.3,8.3,29.4,75.9,14.5,9.5,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q16: How well have teaching staff supported your learning?,20,26,,2,10,5,3,,0,60,74.9,-14.9,8,29.4,93.8,4.7,1.6,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q17: How well organised is your course?,20,26,,0,1,5,14,,0,5,32.1,-27.1,8.4,29.4,99.8,0.1,0,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q18: How well were any changes to teaching on your course communicated?,20,26,,0,3,9,8,,0,15,45.6,-30.6,8.8,29.4,99.9,0.1,0,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q19: How well have the IT resources and facilities supported your learning?,20,26,,2,12,3,3,,0,70,79.6,-9.6,6.6,29.9,85.9,10.7,3.3,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",20,26,,4,15,1,0,,0,95,90.6,4.4,3.7,29.4,3.3,27.6,69.1,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",20,26,,3,13,3,1,,0,80,79.8,0.2,6.5,30,33.8,30.1,36.1,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q22: To what extent do you get the right opportunities to give feedback on your course?,20,26,,5,8,6,1,,0,65,75.6,-10.6,7.7,29.6,85.3,10.2,4.5,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q23: To what extent are students' opinions about the course valued by staff?,20,26,,2,6,8,4,,0,40,54.6,-14.6,8.9,29.5,91.4,5.9,2.7,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q24: How clear is it that students' feedback on the course is acted on?,20,26,,0,7,9,4,,0,35,46.5,-11.5,8.9,29.4,84.4,9.8,5.8,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q25: How well does the students' union (association or guild) represent students' academic interests?,17,26,,0,10,5,2,,3,58.8,62.3,-3.5,9.1,29.3,54.3,20.1,25.6,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Q26: How well communicated was information about your university/college's mental wellbeing support services?,20,26,,3,13,4,0,,0,80,68.7,11.3,7.8,29.5,3.7,9,87.3,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",20,26,,2,10,6,2,,0,60,71.2,-11.2,7.1,33.4,89,8.3,2.6,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Theme 1: Teaching on my course,20,26,,,,,,,,73.8,78.9,-5.1,7.1,29.4,64.4,21.5,14.1,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Theme 2: Learning opportunities,20,26,,,,,,,,70,70.4,-0.4,7.3,29.4,39,26.7,34.4,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Theme 3: Assessment and feedback,20,26,,,,,,,,60,64.4,-4.4,8.3,29.4,58.9,20.7,20.4,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Theme 4: Academic support,20,26,,,,,,,,62.5,74.1,-11.6,8.3,29.4,86.4,9.2,4.4,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Theme 5: Organisation and management,20,26,,,,,,,,10,38.8,-28.8,8.7,29.4,99.9,0.1,0,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Theme 6: Learning resources,20,26,,,,,,,,81.7,83.5,-1.8,6.1,29.4,45.8,30.4,23.8,20,76.9
All modes,All undergraduates,CAH3,CAH02-04-01,Nursing (non-specific),Theme 7: Student voice,20,26,,,,,,,,46.7,58.6,-12,8.9,29.4,85.6,9.2,5.2,20,76.9
All modes,All undergraduates,CAH2,CAH02-05,Medical sciences,Q01: How good are teaching staff at explaining things?,281.8,407,,75,185.84,19,2,,0.5,92.5,90.2,2.4,1.6,9.7,0.1,53.1,46.7,333,69.4
All modes,All undergraduates,CAH2,CAH02-05,Medical sciences,Q02: How often do teaching staff make the subject engaging?,282.3,407,,47,182.5,47.34,5.5,,0,81.3,77,4.3,2.3,9.7,0.2,22.1,77.7,333,69.4
All modes,All undergraduates,CAH2,CAH02-05,Medical sciences,Q03: How often is the course intellectually stimulating?,281.3,407,,102.67,148.17,29,1.5,,1,89.2,87.8,1.4,1.8,9.7,1.8,71,27.2,333,69.4
All modes,All undergraduates,CAH2,CAH02-05,Medical sciences,Q04: How often does your course challenge you to achieve your best work?,282.3,407,,108.5,128.67,40.67,4.5,,0,84,84.4,-0.4,2,9.7,15.7,76.8,7.4,333,69.4
All modes,All undergraduates,CAH2,CAH02-05,Medical sciences,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,280.3,407,,114,120.67,40.67,5,,2,83.7,80.9,2.8,2.2,9.6,0.7,43.2,56.1,333,69.4
All modes,All undergraduates,CAH2,CAH02-05,Medical sciences,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,282.3,407,,88,150.5,38.34,5.5,,0,84.5,84.6,-0.2,2,9.7,12.5,78.1,9.5,333,69.4
All modes,All undergraduates,CAH2,CAH02-05,Medical sciences,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,282.3,407,,104.67,125.17,48,4.5,,0,81.4,82.5,-1.1,2.2,9.7,26.4,69,4.6,333,69.4
All modes,All undergraduates,CAH2,CAH02-05,Medical sciences,Q08: To what extent does your course have the right balance of directed and independent study?,280.3,407,,81.5,118.5,61.34,19,,2,71.3,74.2,-2.8,2.5,9.5,55,43.4,1.6,333,69.4
All modes,All undergraduates,CAH2,CAH02-05,Medical sciences,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,280.8,407,,102.5,129.34,42,7,,1.5,82.6,83,-0.5,2.1,9.7,17.5,74.4,8.1,333,69.4
All modes,All undergraduates,CAH2,CAH02-05,Medical sciences,Q10: How clear were the marking criteria used to assess your work?,281.3,407,,67,132.84,64.5,17,,1,71,72.1,-1,2.5,9.7,28.4,63.4,8.2,333,69.4
All modes,All undergraduates,CAH2,CAH02-05,Medical sciences,Q11: How fair has the marking and assessment been on your course?,281.3,407,,46,146.17,66.67,22.5,,1,68.3,75.1,-6.8,2.6,9.7,95.5,4.5,0,333,69.4
All modes,All undergraduates,CAH2,CAH02-05,Medical sciences,Q12: How well have assessments allowed you to demonstrate what you have learned?,282.3,407,,47.5,162.67,64.5,7.67,,0,74.4,75.6,-1.2,2.4,9.7,29.3,64.2,6.5,333,69.4
All modes,All undergraduates,CAH2,CAH02-05,Medical sciences,Q13: How often have you received assessment feedback on time?,282.3,407,,122,124.84,27.5,8,,0,87.4,73.5,14,2.2,9.7,0,0,100,333,69.4
All modes,All undergraduates,CAH2,CAH02-05,Medical sciences,Q14: How often does feedback help you to improve your work?,281.3,407,,64.5,120.5,79.67,16.67,,1,65.8,62.4,3.4,2.7,9.7,1.4,35.8,62.7,333,69.4
All modes,All undergraduates,CAH2,CAH02-05,Medical sciences,Q15: How easy was it to contact teaching staff when you needed to?,281.3,407,,110.84,126,37,7.5,,1,84.2,83.1,1,2.1,9.7,4.7,71,24.3,333,69.4
