"NSS 2024 results for students taught at this provider split by mode, level and subject ",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Mode of study,Level of study,Subject level,Subject code,Subject,Question,Responses,Population,Suppression reason,Option 1,Option 2,Option 3,Option 4,Option 5,This does not apply to me,Positivity measure (%),Benchmark (%),Difference (ppt),Standard deviation,Contribution to benchmark (%),Materially below benchmark (%),Broadly in line with benchmark (%),Materially above benchmark (%),Publication response headcount,Publication response rate (%)
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q04: How often does your course challenge you to achieve your best work?,32,40.5,,6.5,19,5,1.5,,0,79.7,87.1,-7.4,6,6.6,79.3,15.8,5,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Theme 1: Teaching on my course,32,40.5,,,,,,,,89.5,91.4,-1.9,4.9,6.6,45.2,36.5,18.3,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q05: To what extent have you had the chance to explore ideas and concepts in depth?,32,40.5,,12.5,16,3.5,0,,0,89.1,89.9,-0.9,5,6.6,37.2,37.5,25.3,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,32,40.5,,6.5,16.5,7,2,,0,71.9,83.2,-11.3,6.8,6.6,90.4,7.6,2,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q07: To what extent have you had the chance to bring together information and ideas from different topics?,32,40.5,,6.5,20.5,5,0,,0,84.4,84.7,-0.4,6.5,6.6,37.1,29.9,33,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q08: To what extent does your course have the right balance of directed and independent study?,32,40.5,,8.5,13,7,3.5,,0,67.2,71.3,-4.1,7.9,6.6,58.1,21.8,20.1,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,31,40.5,,3,18,7,3,,1,67.7,79.8,-12.1,7.2,6.6,90.9,7,2.1,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Theme 2: Learning opportunities,32,40.5,,,,,,,,75.9,81.8,-5.8,6.8,6.6,68.8,20.2,11.1,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q10: How clear were the marking criteria used to assess your work?,32,40.5,,5.5,19.5,5,2,,0,78.1,72,6.1,7.6,6.6,12.7,18.8,68.5,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q11: How fair has the marking and assessment been on your course?,32,40.5,,4,20.5,7,0.5,,0,76.6,82.5,-5.9,6.7,6.6,69.3,20.1,10.6,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q12: How well have assessments allowed you to demonstrate what you have learned?,32,40.5,,4.5,18.5,7,2,,0,71.9,81.6,-9.8,6.8,6.6,85.8,10.7,3.5,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q13: How often have you received assessment feedback on time?,32,40.5,,12.5,15.5,4,0,,0,87.5,75.3,12.2,7.9,6.6,3.2,7.9,89,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q14: How often does feedback help you to improve your work?,32,40.5,,5.5,18.5,5.5,2.5,,0,75,74,1,7.8,6.6,32.9,24.8,42.3,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Theme 3: Assessment and feedback,32,40.5,,,,,,,,77.8,77.1,0.8,7.4,6.6,33.1,26.2,40.7,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q15: How easy was it to contact teaching staff when you needed to?,32,40.5,,16.5,13.5,1,1,,0,93.8,91.4,2.3,4.6,6.6,15,36.6,48.4,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q16: How well have teaching staff supported your learning?,32,40.5,,9.5,17.5,5,0,,0,84.4,89.5,-5.1,5.3,6.6,68.7,23.7,7.5,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Theme 4: Academic support,32,40.5,,,,,,,,89.1,90.4,-1.3,5,6.6,40.7,37.2,22.1,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q17: How well organised is your course?,32,40.5,,6,20,3.5,2.5,,0,81.3,78,3.2,6.5,6.6,18.9,26.6,54.4,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q18: How well were any changes to teaching on your course communicated?,29.5,40.5,,4,17.5,6,2,,2.5,72.9,75.5,-2.6,7.6,6.6,50.6,24.4,25,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Theme 5: Organisation and management,32,40.5,,,,,,,,76.6,76.7,-0.1,6.9,6.6,36.6,28.2,35.2,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q19: How well have the IT resources and facilities supported your learning?,30,40.5,,7.5,18,3,1.5,,2,85,82.7,2.3,7.1,6.7,24.9,26.3,48.8,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design","Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",32,40.5,,19,12,1,0,,0,96.9,94.8,2.1,3.8,6.6,11.3,43.1,45.6,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design","Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",27,40.5,,11.5,14,1.5,0,,5,94.4,88.8,5.7,5.8,6.8,7.8,21.3,70.9,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Theme 6: Learning resources,32,40.5,,,,,,,,92.7,88.8,3.9,5.5,6.6,12.2,27.6,60.2,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q22: To what extent do you get the right opportunities to give feedback on your course?,32,40.5,,8.5,16.5,6.5,0.5,,0,78.1,84.3,-6.1,6.8,6.7,70.3,19.5,10.2,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q23: To what extent are students' opinions about the course valued by staff?,32,40.5,,7,21,2,2,,0,87.5,77.7,9.8,6.9,6.7,3.6,10.7,85.7,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q24: How clear is it that students' feedback on the course is acted on?,32,40.5,,2.5,15,10,4.5,,0,54.7,52.1,2.6,8.7,6.7,27.9,21.5,50.6,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Theme 7: Student voice,32,40.5,,,,,,,,73.4,71.4,2,7.9,6.6,28.3,24.1,47.5,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q25: How well does the students' union (association or guild) represent students' academic interests?,28.5,40.5,,3,18.5,6.5,0.5,,3.5,75.4,65.8,9.6,8.9,6.8,8.6,12.5,78.9,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design",Q26: How well communicated was information about your university/college's mental wellbeing support services?,31.5,40.5,,10,13.5,7,1,,0.5,74.6,70.5,4.1,7.9,6.6,20.2,21.8,58,42,79
All modes,All undergraduates,CAH3,CAH20-01-02,"History of art, architecture and design","Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",32,40.5,,6.5,21,3.5,1,,0,85.9,89.9,-4,5.4,8.1,60.7,27.7,11.6,42,79
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q01: How good are teaching staff at explaining things?,30.5,41.5,,12,18,0,0.5,,0,98.4,95.1,3.3,3.7,6.6,5.7,35.8,58.5,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q02: How often do teaching staff make the subject engaging?,30.5,41.5,,8.5,16,5.5,0.5,,0,80.3,89.9,-9.6,5.4,6.6,90.8,8,1.2,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q03: How often is the course intellectually stimulating?,30.5,41.5,,9.5,19,2,0,,0,93.4,92.9,0.5,4.4,6.6,24.3,43,32.6,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q04: How often does your course challenge you to achieve your best work?,30.5,41.5,,14.5,10.5,4,1.5,,0,82,86.3,-4.3,6.1,6.6,61.6,25.1,13.3,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Theme 1: Teaching on my course,30.5,41.5,,,,,,,,88.5,91,-2.5,5,6.6,50.2,34,15.9,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,30.5,41.5,,9.5,19.5,1,0.5,,0,95.1,89.5,5.6,5,6.6,5.2,21.6,73.2,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,30.5,41.5,,13.5,12.5,4.5,0,,0,85.2,84.2,1,6.6,6.6,29.9,29,41.1,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,30.5,41.5,,11,14,5.5,0,,0,82,85.2,-3.3,6.5,6.6,54.7,26.6,18.7,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q08: To what extent does your course have the right balance of directed and independent study?,30.5,41.5,,10,14.5,5,1,,0,80.3,73.8,6.5,7.9,6.6,12.6,17.8,69.6,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,30.5,41.5,,11,17.5,2,0,,0,93.4,80.2,13.2,7,6.6,1.2,5,93.8,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Theme 2: Learning opportunities,30.5,41.5,,,,,,,,87.2,82.6,4.6,6.8,6.6,14.6,23.1,62.3,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q10: How clear were the marking criteria used to assess your work?,30.5,41.5,,5.5,18.5,5.5,1,,0,78.7,74,4.7,7.6,6.6,17.2,21.3,61.5,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q11: How fair has the marking and assessment been on your course?,30.5,41.5,,6.5,21,1.5,1.5,,0,90.2,84.8,5.3,6.6,6.6,11.6,21.6,66.8,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q12: How well have assessments allowed you to demonstrate what you have learned?,30.5,41.5,,7.5,19,3,1,,0,86.9,84.2,2.7,6.6,6.6,21.6,27.3,51.1,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q13: How often have you received assessment feedback on time?,30.5,41.5,,6.5,18.5,4,1.5,,0,82,76.2,5.8,7.8,6.6,14.5,19.3,66.3,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q14: How often does feedback help you to improve your work?,30.5,41.5,,9.5,12.5,7.5,1,,0,72.1,76,-3.9,7.6,6.6,57.2,22.6,20.2,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Theme 3: Assessment and feedback,30.5,41.5,,,,,,,,82,79,3,7.3,6.6,22.8,24.7,52.5,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q15: How easy was it to contact teaching staff when you needed to?,30.5,41.5,,16,13,1,0.5,,0,95.1,92.1,3,4.8,6.6,12.7,33.3,54.1,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q16: How well have teaching staff supported your learning?,30,41.5,,10.5,18.5,1,0,,0.5,96.7,90.7,6,5.3,6.6,5.3,20,74.7,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Theme 4: Academic support,30.5,41.5,,,,,,,,95.9,91.4,4.5,5,6.6,8.1,26.1,65.8,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q17: How well organised is your course?,30.5,41.5,,10,18,2,0.5,,0,91.8,79.4,12.4,6.5,6.6,1.1,5.4,93.5,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q18: How well were any changes to teaching on your course communicated?,29.5,41.5,,10,17,1,1.5,,1,91.5,76.4,15.1,7.4,6.6,0.9,3.6,95.5,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Theme 5: Organisation and management,30.5,41.5,,,,,,,,91.8,77.9,13.9,7,6.6,0.9,4.1,95,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q19: How well have the IT resources and facilities supported your learning?,29.5,41.5,,6.5,16.5,2.5,4,,1,78,82.8,-4.8,7.2,6.7,62.7,21.9,15.4,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",30.5,41.5,,15.5,13,1,1,,0,93.4,95,-1.5,4,6.6,40.5,43.8,15.7,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",29,41.5,,8,18.5,2.5,0,,1.5,91.4,88.6,2.8,5.8,6.8,17.9,30,52.2,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Theme 6: Learning resources,30.5,41.5,,,,,,,,88,88.9,-1,5.8,6.6,39.5,32.9,27.5,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q22: To what extent do you get the right opportunities to give feedback on your course?,30.5,41.5,,15,13.5,2,0,,0,93.4,84.9,8.6,6.8,6.7,5.2,13.5,81.3,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q23: To what extent are students' opinions about the course valued by staff?,29.5,41.5,,13,14,2,0.5,,1,91.5,79.8,11.7,7.1,6.7,2.2,7.4,90.4,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q24: How clear is it that students' feedback on the course is acted on?,28.5,41.5,,5.5,18.5,3.5,1,,2,84.2,55.6,28.6,9.1,6.7,0,0.2,99.8,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Theme 7: Student voice,30.5,41.5,,,,,,,,90.2,73.8,16.4,7.8,6.6,0.8,3,96.2,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q25: How well does the students' union (association or guild) represent students' academic interests?,26,41.5,,3,14.5,7,1.5,,4.5,67.3,65.2,2.1,9.2,6.8,30.8,20.8,48.3,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,Q26: How well communicated was information about your university/college's mental wellbeing support services?,28.5,41.5,,11,12.5,2.5,2.5,,2,82.5,71.7,10.7,8.2,6.6,5.4,10.5,84.1,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-03,Archaeology,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",29.5,41.5,,9,17.5,2.5,0.5,,1,89.8,88.1,1.7,5.7,8.1,22.9,32.5,44.6,40,73.5
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Q01: How good are teaching staff at explaining things?,51.5,78,,20.5,29.5,1,0.5,,0,97.1,95,2.1,3.1,6.6,6.6,48.6,44.8,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Q02: How often do teaching staff make the subject engaging?,51.5,78,,14,33,3,1.5,,0,91.3,89.9,1.3,4.3,6.6,18.5,42.4,39.1,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Q03: How often is the course intellectually stimulating?,51.5,78,,20.5,26,4,1,,0,90.3,92.8,-2.5,3.6,6.6,50,41.8,8.1,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Q04: How often does your course challenge you to achieve your best work?,51.5,78,,21,22.5,6,2,,0,84.5,85.9,-1.4,4.9,6.6,41.5,37.3,21.2,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Theme 1: Teaching on my course,51.5,78,,,,,,,,90.8,90.9,-0.1,4.1,6.6,27.9,46.1,25.9,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,51.5,78,,22,22,6.5,1,,0,85.4,89.8,-4.4,4.1,6.6,67.8,27.5,4.7,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,51.5,78,,15.5,24.5,11,0.5,,0,77.7,83.6,-5.9,5.4,6.6,73.7,20.5,5.9,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,50.5,78,,23,21,6.5,0,,1,87.1,83.8,3.3,5.2,6.6,13.4,30.6,55.9,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Q08: To what extent does your course have the right balance of directed and independent study?,50.5,78,,23.5,12.5,10.5,4,,1,71.3,72.3,-1,6.3,6.6,40.6,30.4,29.1,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,50.5,78,,10,28,11,1.5,,1,75.2,78.5,-3.3,5.8,6.6,55.4,28.8,15.8,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Theme 2: Learning opportunities,51.5,78,,,,,,,,79.6,81.6,-2,5.5,6.6,46.1,33.2,20.7,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Q10: How clear were the marking criteria used to assess your work?,50.5,78,,15.5,26,7.5,1.5,,1,82.2,72.3,9.9,6.1,6.6,2.1,9.1,88.8,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Q11: How fair has the marking and assessment been on your course?,51.5,78,,13,33,3.5,2,,0,89.3,83.9,5.4,5.3,6.6,6.6,22.2,71.1,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Q12: How well have assessments allowed you to demonstrate what you have learned?,51.5,78,,13,31.5,5.5,1.5,,0,86.4,82.6,3.8,5.3,6.6,11.4,28.5,60,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Q13: How often have you received assessment feedback on time?,51.5,78,,6.5,25,16,4,,0,61.2,74.6,-13.4,6.3,6.6,95.9,3.5,0.6,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Q14: How often does feedback help you to improve your work?,51.5,78,,10,28,11.5,2,,0,73.8,74.8,-1,6.1,6.6,40.2,31.4,28.4,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Theme 3: Assessment and feedback,51.5,78,,,,,,,,78.5,77.6,1,5.9,6.6,27.8,32.5,39.7,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Q15: How easy was it to contact teaching staff when you needed to?,51,78,,31,16.5,2,1.5,,0.5,93.1,92.3,0.9,4,6.6,19.7,46.1,34.2,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Q16: How well have teaching staff supported your learning?,50.5,78,,19,28,3,0.5,,1,93.1,90.3,2.8,4.3,6.6,11.2,36.4,52.4,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Theme 4: Academic support,51.5,78,,,,,,,,93.2,91.3,1.9,4.1,6.6,14.1,41.3,44.6,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Q17: How well organised is your course?,51.5,78,,13.5,33,2.5,2.5,,0,90.3,79.1,11.2,5.2,6.6,0.4,4.3,95.2,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Q18: How well were any changes to teaching on your course communicated?,50.5,78,,16,22.5,9.5,2.5,,1,76.2,75.5,0.7,5.8,6.6,28.9,33,38.1,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Theme 5: Organisation and management,51.5,78,,,,,,,,83,77.4,5.6,5.5,6.6,6.9,21.5,71.5,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Q19: How well have the IT resources and facilities supported your learning?,49.5,78,,13,30.5,4.5,1.5,,1,87.9,82.9,5,5.4,6.7,8.2,23.8,68,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",50.5,78,,29.5,19,1,1,,0,96,94.2,1.8,3.3,6.6,9.9,48.4,41.7,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",46.5,78,,18.5,24.5,2.5,1,,4,92.5,88.8,3.6,4.4,6.8,8.3,31.6,60.1,74,66
All modes,All undergraduates,CAH3,CAH20-01-05,Classics,Theme 6: Learning resources,50.5,78,,,,,,,,92.4,88.7,3.7,4.4,6.6,8,31.2,60.8,74,66
