module_code,module_title,credits_raw,term_raw,stage,dept_slug,academic_year,dept_name,dept_code
ANT2107,Culture and Wellbeing,15,2,Stage Two Modules,anthropology,2021/2,Anthropology,ANT
ANT2109,Anthropology of Forced Migration,15,2,Stage Two Modules,anthropology,2021/2,Anthropology,ANT
ANT3004,"Living Cities: Migration, Place and the Politics of Identities",15,2,Stage Three Modules,anthropology,2021/2,Anthropology,ANT
ANT3014,Cultures: Food,15,1,Stage Three Modules,anthropology,2021/2,Anthropology,ANT
ANT3016,Anthropology of the State,15,1,Stage Three Modules,anthropology,2021/2,Anthropology,ANT
ANT3017,Anthropology of Islam,15,1,Stage Three Modules,anthropology,2021/2,Anthropology,ANT
ANT3021,Anthropology of the Middle East,15,2,Stage Three Modules,anthropology,2021/2,Anthropology,ANT
ANT3023,Theory and Methods of Food Preservation,15,1,Stage Three Modules,anthropology,2021/2,Anthropology,ANT
ANT3024,Anthropology of Forced Migration,15,2,Stage Three Modules,anthropology,2021/2,Anthropology,ANT
ANT3040,Anthropology Dissertation,30,1 and 2,Stage Three Modules,anthropology,2021/2,Anthropology,ANT
ANT3053,How Organisations Work: Ethnography in Institutions,15,2,Stage Three Modules,anthropology,2021/2,Anthropology,ANT
ANT3054,"Gardening, Wellbeing and Community",15,"1, 2 and 3",Stage Three Modules,anthropology,2021/2,Anthropology,ANT
ANT3089,"Cultures of Race, Ethnicity and Racism",15,2,Stage Three Modules,anthropology,2021/2,Anthropology,ANT
ANT3090,Sound and Society,15,2,Stage Three Modules,anthropology,2021/2,Anthropology,ANT
ANT3097,Environment and Society,15,2,Stage Three Modules,anthropology,2021/2,Anthropology,ANT
ANTM003,Theory and Methods of Food Preservation,15,1,Masters Modules,anthropology,2021/2,Anthropology,ANT
ANTM006,"Gardening, Wellbeing and Community",15,"1, 2 and 3",Masters Modules,anthropology,2021/2,Anthropology,ANT
ANTM021,"Food, Body and Society",15,1,Masters Modules,anthropology,2021/2,Anthropology,ANT
ANTM100,The Animal Mirror: Representations of Animality,15,3,Masters Modules,anthropology,2021/2,Anthropology,ANT
ANTM101,"Animals, Health and Healing",15,2,Masters Modules,anthropology,2021/2,Anthropology,ANT
ANTM102,Anthrozoology: Theory and Method,30,1,Masters Modules,anthropology,2021/2,Anthropology,ANT
ANTM103,Applied Anthrozoology,30,1 and 2,Masters Modules,anthropology,2021/2,Anthropology,ANT
ANTM105,Humans and Wildlife: Conflict and Conservation,15,3,Masters Modules,anthropology,2021/2,Anthropology,ANT
ANTM107,Anthrozoology Residential,15,3,Masters Modules,anthropology,2021/2,Anthropology,ANT
ANTM109,Animal Criminology,15,2,Masters Modules,anthropology,2021/2,Anthropology,ANT
ANTM111,Animal Ethics,15,1,Masters Modules,anthropology,2021/2,Anthropology,ANT
ANTM112,Animals and Religion,15,2,Masters Modules,anthropology,2021/2,Anthropology,ANT
ANTM904,Dissertation,60,3,Masters Modules,anthropology,2021/2,Anthropology,ANT
SOC1039,Social Issues: Part I - Introducing Crime and Deviance,15,1,Stage One Modules,sociology,2021/2,Sociology,SOC
SOC1045,Introduction to Criminal Justice,15,2,Stage One Modules,sociology,2021/2,Sociology,SOC
SOC2005,Theoretical Sociology,30,1 and 2,Stage Two Modules,sociology,2021/2,Sociology,SOC
SOC2009,Deviance: Interdisciplinary Perspectives,15,2,Stage Two Modules,sociology,2021/2,Sociology,SOC
SOC2030,Sociology of Art and Culture,15,2,Stage Two Modules,sociology,2021/2,Sociology,SOC
SOC2035,International Criminal Justice: Comparative Criminology,15,2,Stage Two Modules,sociology,2021/2,Sociology,SOC
SOC2036,International Criminal Justice: Application of Theory to Transnational and International Crime,15,1,Stage Two Modules,sociology,2021/2,Sociology,SOC
SOC2037,Pharmaceutical Cultures,15,2,Stage Two Modules,sociology,2021/2,Sociology,SOC
SOC2038,On Violence,15,1,Stage Two Modules,sociology,2021/2,Sociology,SOC
SOC2039,Sociology of Family and Gender,15,2,Stage Two Modules,sociology,2021/2,Sociology,SOC
SOC2068,"Race, Ethnicity and Criminalisation",15,2,Stage Two Modules,sociology,2021/2,Sociology,SOC
SOC2087,Disability and Society,15,1,Stage Two Modules,sociology,2021/2,Sociology,SOC
SOC2105,"Contemporary Capitalism, Critique and Resistance",15,1,Stage Two Modules,sociology,2021/2,Sociology,SOC
SOC2110,Consumption and Society,15,1,Stage Two Modules,sociology,2021/2,Sociology,SOC
SOC2115,Deception,15,2,Stage Two Modules,sociology,2021/2,Sociology,SOC
SOC2121,Cybercrime,15,1,Stage Two Modules,sociology,2021/2,Sociology,SOC
SOC2122,Digital Society,15,1,Stage Two Modules,sociology,2021/2,Sociology,SOC
SOC2124,"Surveillance, Security and the State",15,1,Stage Two Modules,sociology,2021/2,Sociology,SOC
SOC3002,On Violence,15,1,Stage Three Modules,sociology,2021/2,Sociology,SOC
SOC3030,Sociology of Art and Culture,15,2,Stage Three Modules,sociology,2021/2,Sociology,SOC
SOC3035,Deviance: Interdisciplinary Perspectives,15,2,Stage Three Modules,sociology,2021/2,Sociology,SOC
SOC3036,International Criminal Justice: Application of Theory to Transnational and International Crime,15,1,Stage Three Modules,sociology,2021/2,Sociology,SOC
SOC3040,Dissertation,30,1 and 2,Stage Three Modules,sociology,2021/2,Sociology,SOC
SOC3080,Pharmaceutical Cultures,15,2,Stage Three Modules,sociology,2021/2,Sociology,SOC
SOC3087,Disability and Society,15,1,Stage Three Modules,sociology,2021/2,Sociology,SOC
SOC3097,Environment and Society,15,2,Stage Three Modules,sociology,2021/2,Sociology,SOC
SOC3107,Culture and Wellbeing,15,2,Stage Three Modules,sociology,2021/2,Sociology,SOC
SOC3109,"Contemporary Capitalism, Critique and Resistance",15,1,Stage Three Modules,sociology,2021/2,Sociology,SOC
SOC3110,Consumption and Society,15,1,Stage Three Modules,sociology,2021/2,Sociology,SOC
SOC3115,Deception,15,2,Stage Three Modules,sociology,2021/2,Sociology,SOC
SOC3129,Cybercrime,15,1,Stage Three Modules,sociology,2021/2,Sociology,SOC
SOC3130,Digital Society,15,1,Stage Three Modules,sociology,2021/2,Sociology,SOC
SOC3132,"Surveillance, Security and the State",15,1,Stage Three Modules,sociology,2021/2,Sociology,SOC
SOCM002A,Philosophy of the Social Sciences 1,15,2,Masters Modules,sociology,2021/2,Sociology,SOC
SOCM002B,Philosophy of the Social Sciences,30,2,Masters Modules,sociology,2021/2,Sociology,SOC
SOCM019,Research Methods in the Social Sciences,15,1,Masters Modules,sociology,2021/2,Sociology,SOC
SOCM021,"Food Systems, Alternative Food Networks and Ethical Consumption",30,2,Masters Modules,sociology,2021/2,Sociology,SOC
SOCM022,"Food, Body and Society",30,1,Masters Modules,sociology,2021/2,Sociology,SOC
SOCM023,Social Theory,15,2,Masters Modules,sociology,2021/2,Sociology,SOC
SOCM027,Social Theory,30,2,Masters Modules,sociology,2021/2,Sociology,SOC
SOCM033,Data Governance and Ethics,15,2,Masters Modules,sociology,2021/2,Sociology,SOC
SOCM045,"Food and Sustainability: Economy, Society and Environment",30,2,Masters Modules,sociology,2021/2,Sociology,SOC
SOCM904,Dissertation,60,3,Masters Modules,sociology,2021/2,Sociology,SOC
NSC1002,Mathematics and Computing: Integrative Tools for Natural Sciences,30,1 and 2,Stage One Modules,naturalsciences,2021/2,Naturalsciences,NSC
NSC1003,Foundations in Natural Science,60,1 and 2,Stage One Modules,naturalsciences,2021/2,Naturalsciences,NSC
NSC1004,Experimental Science,15,1 and 2,Stage One Modules,naturalsciences,2021/2,Naturalsciences,NSC
NSC1005,Frontiers in Science 1,15,1 and 2,Stage One Modules,naturalsciences,2021/2,Naturalsciences,NSC
NSC2001,Frontiers in Science 2,30,1 and 2,Stage Two Modules,naturalsciences,2021/2,Naturalsciences,NSC
NSC2002,Physical Chemistry,15,2,Stage Two Modules,naturalsciences,2021/2,Naturalsciences,NSC
NSC2003,Introduction to Numerics and Simulation for Scientists,15,1,Stage Two Modules,naturalsciences,2021/2,Naturalsciences,NSC
NSC3001,BSc Research Project,30,2,Stage Three Modules,naturalsciences,2021/2,Naturalsciences,NSC
NSC3002,MSci Research Project 1,30,2,Stage Three Modules,naturalsciences,2021/2,Naturalsciences,NSC
NSC3003,Group Project,30,1,Stage Three Modules,naturalsciences,2021/2,Naturalsciences,NSC
NSC3004,Semester of Science Studies Abroad,60,1 and 2,Stage Three Modules,naturalsciences,2021/2,Naturalsciences,NSC
NSC3007,Macromolecular and Supramolecular Chemistry,15,1,Stage Three Modules,naturalsciences,2021/2,Naturalsciences,NSC
NSC3008,Symmetry and Statistics of Molecules,15,1,Stage Three Modules,naturalsciences,2021/2,Naturalsciences,NSC
NSC3009,"Aerosols, Clouds and Climate",15,2,Stage Three Modules,naturalsciences,2021/2,Naturalsciences,NSC
NSCM001,MSci Research Project 2,60,1 and 2,Masters Modules,naturalsciences,2021/2,Naturalsciences,NSC
NSCM002,MSci Research Project 2 Extension,15,2,Masters Modules,naturalsciences,2021/2,Naturalsciences,NSC
NSCM005,Mathematical Modelling in Biology and Medicine,15,1,Masters Modules,naturalsciences,2021/2,Naturalsciences,NSC
NSCM006,Advanced Topics in Natural Sciences Chemistry I,15,1,Masters Modules,naturalsciences,2021/2,Naturalsciences,NSC
NSCM007,Advanced Topics in Natural Sciences Chemistry II,15,2,Masters Modules,naturalsciences,2021/2,Naturalsciences,NSC
LIB1105,Being Human in the Modern World,30,1 and 2,Stage One Modules,liberal-arts,2021/2,Liberal Arts,LIB
LIB2000,Think Tank,15,1 and 2,Stage Two Modules,liberal-arts,2021/2,Liberal Arts,LIB
LIB3000,Liberal Arts Dissertation,30,1 and 2,Stage Three Modules,liberal-arts,2021/2,Liberal Arts,LIB
BEM1015,Marketing and Society,15,2,Stage One Modules,management,2022/3,Management,BEM
BEM1019,Fundamentals of Marketing,15,1,Stage One Modules,management,2022/3,Management,BEM
BEM1021,Leadership and Teams,15,1,Stage One Modules,management,2022/3,Management,BEM
BEM1022,Introduction to Leadership Studies,15,2,Stage One Modules,management,2022/3,Management,BEM
BEM1023,Discovering Management,30,1 and 2,Stage One Modules,management,2022/3,Management,BEM
BEM1024,Statistics for Business,15,2,Stage One Modules,management,2022/3,Management,BEM
BEM1025,Programming for Business Analytics,15,2,Stage One Modules,management,2022/3,Management,BEM
BEM1027,The International Business Context,15,1,Stage One Modules,management,2022/3,Management,BEM
BEM1028,Introduction to Business and Management,15,2,Stage One Modules,management,2022/3,Management,BEM
BEM1029DA,Building Relationships and Communication,15,1,Stage One Modules,management,2022/3,Management,BEM
BEM1030DA,Developing Self Awareness,15,1,Stage One Modules,management,2022/3,Management,BEM
BEM1031DA,Operational and Financial Management,15,3,Stage One Modules,management,2022/3,Management,BEM
BEM1032DA,Project Management,60,3,Stage One Modules,management,2022/3,Management,BEM
BEM1033DA,Leading and Selecting a Team,15,1,Stage One Modules,management,2022/3,Management,BEM
BEM1034,Introduction to Innovation and Entrepreneurship,15,2,Stage One Modules,management,2022/3,Management,BEM
BEP1010,Business and Society,15,1,Stage One Modules,management,2022/3,Management,BEP
BEP1020,Business Practice and Analysis,15,1 and 2,Stage One Modules,management,2022/3,Management,BEP
BEP1030,Operations Management: A Sustainable Perspective,15,2,Stage One Modules,management,2022/3,Management,BEP
BEP1040,Marketing in a Digital Age,15,2,Stage One Modules,management,2022/3,Management,BEP
BEP1070,Accounting,15,2,Stage One Modules,management,2022/3,Management,BEP
BEP1080,Theory and Practice of Management,15,2,Stage One Modules,management,2022/3,Management,BEP
BEP1100,Understanding Work and Organisations,15,1,Stage One Modules,management,2022/3,Management,BEP
BEP1120,Introduction to Economics,15,1,Stage One Modules,management,2022/3,Management,BEP
BEP1130,Introduction to 'With Industrial Experience',,2,Stage One Modules,management,2022/3,Management,BEP
BEP1140,Preparation for WYA With Year Abroad,,"1, 2 and 3",Stage One Modules,management,2022/3,Management,BEP
BEP1150,"Environment, Society and Business",30,1 and 2,Stage One Modules,management,2022/3,Management,BEP
BEP1160,Business History,15,,Stage One Modules,management,2022/3,Management,BEP
BEM2007,Operations Management,15,1,Stage Two Modules,management,2022/3,Management,BEM
BEM2012DA,Project Management and Decision Making,30,,Stage Two Modules,management,2022/3,Management,BEM
BEM2016,Consumer Behaviour,15,2,Stage Two Modules,management,2022/3,Management,BEM
BEM2021,Human Resource Management,15,2,Stage Two Modules,management,2022/3,Management,BEM
BEM2025,Marketing Communications: Strategies and Applications,15,1,Stage Two Modules,management,2022/3,Management,BEM
BEM2027,Information Systems,15,1,Stage Two Modules,management,2022/3,Management,BEM
BEM2031,Introduction to Business Analytics,15,2,Stage Two Modules,management,2022/3,Management,BEM
BEM2033,Brands and Branding,15,2,Stage Two Modules,management,2022/3,Management,BEM
BEM2034,Digital Technologies and the Future of Work,15,1,Stage Two Modules,management,2022/3,Management,BEM
BEM2035,Leading in International Contexts,15,2,Stage Two Modules,management,2022/3,Management,BEM
BEM2037,Leadership: Challenges and Practice,15,2,Stage Two Modules,management,2022/3,Management,BEM
BEM2039,Business Analytics in Practice,15,1,Stage Two Modules,management,2022/3,Management,BEM
BEM2040,Database Technologies for Business Analytics,15,2,Stage Two Modules,management,2022/3,Management,BEM
BEM2041,Marketing Analytics,15,2,Stage Two Modules,management,2022/3,Management,BEM
BEM2045,History of Black Entrepreneurship,15,2,Stage Two Modules,management,2022/3,Management,BEM
BEM2047,Organisational Behaviour,30,1 and 2,Stage Two Modules,management,2022/3,Management,BEM
BEM2048,International Business,15,1,Stage Two Modules,management,2022/3,Management,BEM
BEP2020,Project Management,15,1,Stage Two Modules,management,2022/3,Management,BEP
BEP2030,Business Practice (Placement/Work Experience Project),15,1 and 2,Stage Two Modules,management,2022/3,Management,BEP
BEP2040,Strategic Concepts for Business,15,1,Stage Two Modules,management,2022/3,Management,BEP
BEP2050,Finance for Business,15,2,Stage Two Modules,management,2022/3,Management,BEP
BEP2060,Research Inquiry for Practice,15,2,Stage Two Modules,management,2022/3,Management,BEP
BEP2110,Workplace Wellbeing,15,2,Stage Two Modules,management,2022/3,Management,BEP
BEP2120,Digital Technologies and the Future of Work,15,1,Stage Two Modules,management,2022/3,Management,BEP
BEP2130,Preparation for 'with Year Abroad',,"1, 2 and 3",Stage Two Modules,management,2022/3,Management,BEP
BEP2140,Business Analytics,15,2,Stage Two Modules,management,2022/3,Management,BEP
BEP2150,Ecological Economics,15,1,Stage Two Modules,management,2022/3,Management,BEP
BEP2160,Institutional Economics,15,1,Stage Two Modules,management,2022/3,Management,BEP
BEP2180,With Industrial Experience Preparation,,"1, 2 and 3",Stage Two Modules,management,2022/3,Management,BEP
BEP2190,Understanding Financial Statements,15,2,Stage Two Modules,management,2022/3,Management,BEP
BEP2200,Marketing Analytics,15,1,Stage Two Modules,management,2022/3,Management,BEP
BEP2210,Circular Enterprise Economy,15,2,Stage Two Modules,management,2022/3,Management,BEP
BUS2004,Business Internships and Placements,15,1,Stage Two Modules,management,2022/3,Management,BUS
BEM3017DA,Developing Managerial Behaviours,30,"1, 2 and 3",Stage Three Modules,management,2022/3,Management,BEM
BEM3018DA,Organisational Research Project,30,3,Stage Three Modules,management,2022/3,Management,BEM
BEM3022,Purchasing and Supply Management,15,1,Stage Three Modules,management,2022/3,Management,BEM
BEM3030,International Business History,15,1,Stage Three Modules,management,2022/3,Management,BEM
BEM3041,Marketing Management and Strategy,15,2,Stage Three Modules,management,2022/3,Management,BEM
BEM3046,Managing Human Resources: Advanced Issues,15,2,Stage Three Modules,management,2022/3,Management,BEM
BEM3047,Contemporary Leadership Issues,15,2,Stage Three Modules,management,2022/3,Management,BEM
BEM3052,Managing Change and Crisis in Organisations,15,2,Stage Three Modules,management,2022/3,Management,BEM
BEM3055,Ethics and Responsible Innovation,15,1,Stage Three Modules,management,2022/3,Management,BEM
BEM3056,Business and Climate Change,15,2,Stage Three Modules,management,2022/3,Management,BEM
BEM3057,Employment Law for Managers,15,1,Stage Three Modules,management,2022/3,Management,BEM
BEM3059,Circular Economy Business and Enterprise,15,2,Stage Three Modules,management,2022/3,Management,BEM
BEM3061,Business Ignition - Idea to Implementation,15,2,Stage Three Modules,management,2022/3,Management,BEM
BEM3062,Operations Analytics,15,1,Stage Three Modules,management,2022/3,Management,BEM
BEM3063,Strategic and HR Analytics,15,2,Stage Three Modules,management,2022/3,Management,BEM
BEM3064,Analytics and Visualisation for Managers and Consultants,15,2,Stage Three Modules,management,2022/3,Management,BEM
BEM3065,Strategy,15,1,Stage Three Modules,management,2022/3,Management,BEM
BEM3066,Marketing Issues and Trends,15,1 and 2,Stage Three Modules,management,2022/3,Management,BEM
BEM3067,Innovation for Urgent Global Challenges,15,1,Stage Three Modules,management,2022/3,Management,BEM
BEM3069,Strategic Digital Marketing Practice,15,2,Stage Three Modules,management,2022/3,Management,BEM
BEM3070,"Media, Al and the Metaverse",15,2,Stage Three Modules,management,2022/3,Management,BEM
BEP3002,Business School Industrial Experience (Penryn),120,1 and 2,Stage Three Modules,management,2022/3,Management,BEP
BEP3010,Social and Technological Innovation,15,1,Stage Three Modules,management,2022/3,Management,BEP
BEP3011,Business and Climate Change,15,2,Stage Three Modules,management,2022/3,Management,BEP
BEP3020,Practice-Based Consultancy Management,15,1,Stage Three Modules,management,2022/3,Management,BEP
BEP3030,Globalisation and Internationalisation,15,1,Stage Three Modules,management,2022/3,Management,BEP
BEP3040,Local-Global Innovation (Cornwall Research Seminar Series),15,1 and 2,Stage Three Modules,management,2022/3,Management,BEP
BEP3050,Future-Facing Dissertation/Project,30,1 and 2,Stage Three Modules,management,2022/3,Management,BEP
BEP3070,Crisis: Change and Creativity in Organisations,15,2,Stage Three Modules,management,2022/3,Management,BEP
BEP3090,Business Field Trip,15,2,Stage Three Modules,management,2022/3,Management,BEP
BEP3100A,Year Abroad (Study and Work Placement),120,1 and 2,Stage Three Modules,management,2022/3,Management,BEP
BEP3100B,Year Abroad (Study),120,1 and 2,Stage Three Modules,management,2022/3,Management,BEP
BEP3100C,Year Abroad (Work Placement),120,"1, 2 and 3",Stage Three Modules,management,2022/3,Management,BEP
BEP3110,Marketing Strategy,15,1,Stage Three Modules,management,2022/3,Management,BEP
BEP3171,The Economy of Space,15,2,Stage Three Modules,management,2022/3,Management,BEP
BEP3172,Future 17: Sustainable Development Goals Challenge,15,"1, 2 and 3",Stage Three Modules,management,2022/3,Management,BEP
BUS3000A,Year Abroad (Study and Work Placement),120,1 and 2,Stage Three Modules,management,2022/3,Management,BUS
BUS3000B,Year Abroad (Study),120,1 and 2,Stage Three Modules,management,2022/3,Management,BUS
BUS3000C,Year Abroad (Work Placement),120,"1, 2 and 3",Stage Three Modules,management,2022/3,Management,BUS
BUS3000E,Year Abroad (Work Placement),120,1 and 2,Stage Three Modules,management,2022/3,Management,BUS
BUS3000F,Study and Work Placement,120,1 and 2,Stage Three Modules,management,2022/3,Management,BUS
BUS3001,Dissertation,30,1 and 2,Stage Three Modules,management,2022/3,Management,BUS
BUS3002,Business School Industrial Experience,120,1 and 2,Stage Three Modules,management,2022/3,Management,BUS
BEMM042,Resourcing and Talent Management,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM044,Human Resource Development (HRD),15,1,Masters Modules,management,2022/3,Management,BEM
BEMM046,Employment Law,15,1 and 2,Masters Modules,management,2022/3,Management,BEM
BEMM056,Masters Dissertation (HRM),60,2 and 3,Masters Modules,management,2022/3,Management,BEM
BEMM057,Management Research Report,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM059,International Human Resource Management,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM065,Quantitative Research Methods,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM066,Qualitative Research Methods,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM067,Business and Management Research Design,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM068,Managing Competitive Strategy,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM069,Marketing and New Product Innovation,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM071,Leadership and Global Challenges,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM103,Advanced Marketing Seminars,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM114,Managing Operations,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM114DA,Leading People and Organisations,30,1,Masters Modules,management,2022/3,Management,BEM
BEMM115,Marketing Analysis and Research,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM116,Principles of International Business,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM116DA,Strategy and Innovation,30,1,Masters Modules,management,2022/3,Management,BEM
BEMM117DA,Strategic Business Proposal,20,1,Masters Modules,management,2022/3,Management,BEM
BEMM118,Strategic Innovation Management,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM118DA,Developing Leadership Behaviour,10,1,Masters Modules,management,2022/3,Management,BEM
BEMM120,Understanding Consumer Behaviour,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM124DA,HR Strategy and Context,30,1,Masters Modules,management,2022/3,Management,BEM
BEMM125DA,HR Skills and Behaviours,30,2,Masters Modules,management,2022/3,Management,BEM
BEMM126,Purchasing and Supply Chain Management,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM128,Brand Design,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM130DA,Management Research Report and Presentation,45,3,Masters Modules,management,2022/3,Management,BEM
BEMM131DA,Working in Practice,15,3,Masters Modules,management,2022/3,Management,BEM
BEMM132DA,Developing Leadership Behaviours,30,,Masters Modules,management,2022/3,Management,BEM
BEMM133DA,Strategic Business Proposal,30,,Masters Modules,management,2022/3,Management,BEM
BEMM136DA,Workplace Project: Creating Impact,30,,Masters Modules,management,2022/3,Management,BEM
BEMM148,Marketing Strategy,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM149,Business Project,30,2 and 3,Masters Modules,management,2022/3,Management,BEM
BEMM158,Business and Management Research Skills,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM166,Integrated Marketing Communications,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM170,Global Career Management - Theory and Practice,15,1 and 2,Masters Modules,management,2022/3,Management,BEM
BEMM171,Future Trends for International Management,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM178,Innovation Management,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM181DA,Leading High-Performing Organisations,30,1,Masters Modules,management,2022/3,Management,BEM
BEMM215,Marketing in Practice,30,3,Masters Modules,management,2022/3,Management,BEM
BEMM216,Advanced Research Methods and Analysis,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM217,Macro-Level Organisation Theory,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM219,Micro-Level Organisation Theory,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM222,Agile Innovation,30,1 and 2,Masters Modules,management,2022/3,Management,BEM
BEMM223,Operations and Project Management,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM224,"Funding, Accounting and Finance",15,2,Masters Modules,management,2022/3,Management,BEM
BEMM250,Dissertation (Marketing),30,2 and 3,Masters Modules,management,2022/3,Management,BEM
BEMM251,Dissertation (Management),30,2 and 3,Masters Modules,management,2022/3,Management,BEM
BEMM257DA,Digital Transformation,30,1,Masters Modules,management,2022/3,Management,BEM
BEMM259DA,The Influential Leader,30,,Masters Modules,management,2022/3,Management,BEM
BEMM260DA,Environmental Economics,30,1,Masters Modules,management,2022/3,Management,BEM
BEMM261DA,Sustainable Finance,30,2,Masters Modules,management,2022/3,Management,BEM
BEMM263DA,Corporate Storytelling,30,1 and 2,Masters Modules,management,2022/3,Management,BEM
BEMM355,Dissertation for MRes Mgt,60,2,Masters Modules,management,2022/3,Management,BEM
BEMM375,Sustainable Tourism Management,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM384,International Business Plan,30,3,Masters Modules,management,2022/3,Management,BEM
BEMM385,Entrepreneur Business Startup,60,1 and 2,Masters Modules,management,2022/3,Management,BEM
BEMM386,Business Law and Mitigating Risk,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM388,People Management,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM389,Business Analytics and Research Skills,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM390,Fundamentals of Management,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM391,"Sustainability, CSR and Business Ethics",15,1,Masters Modules,management,2022/3,Management,BEM
BEMM392,Summer School,30,3,Masters Modules,management,2022/3,Management,BEM
BEMM394,Entrepreneurship: New Venture Creation,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM455,Marketing for Management,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM456,Organisational Management and Leadership,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM457,Topics in Business Analytics,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM458,Programming for Business Analytics,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM459,Database Technologies for Business Analytics,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM460,Statistics and Mathematics for Business Analytics,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM461,Analytics and Visualisation for Managers and Consultants,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM462,Operations Analytics,15,3,Masters Modules,management,2022/3,Management,BEM
BEMM463,Marketing Analytics,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM464,Strategic and HR Analytics,15,3,Masters Modules,management,2022/3,Management,BEM
BEMM465,Environmental Analytics,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM472,International HRM in Practice,30,3,Masters Modules,management,2022/3,Management,BEM
BEMM473,Talent in Organisations,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM486,Design Intelligence,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM487,Entrepreneurship: Venture Launch,30,3,Masters Modules,management,2022/3,Management,BEM
BEMM490Z,International Business and Globalisation,30,1,Masters Modules,management,2022/3,Management,BEM
BEMM491Z,Cross-Cultural Management,30,1,Masters Modules,management,2022/3,Management,BEM
BEMM492Z,International Business Project - Planning in Practice,30,,Masters Modules,management,2022/3,Management,BEM
BEMM495Z,Responsible Leadership,30,1,Masters Modules,management,2022/3,Management,BEM
BEMM778,Applied Digital Marketing Analytics,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM779,Content Creation and Communication,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM780,Consumer Behaviour in the Digital Environment,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM781,Contemporary Digital Marketing Themes,30,1 and 2,Masters Modules,management,2022/3,Management,BEM
BEMM782,Digital Marketing Planning,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM783,Supply Chain Analytics,15,1,Masters Modules,management,2022/3,Management,BEM
BEMM784,Operations Management,30,1 and 2,Masters Modules,management,2022/3,Management,BEM
BEMM786,Service Design and Innovation,15,2,Masters Modules,management,2022/3,Management,BEM
BEMM787,"HR Strategy, Context and Performance",30,"1, 2 and 3",Masters Modules,management,2022/3,Management,BEM
BEMM788,"People Management, Skills and Behaviours",30,"1, 2 and 3",Masters Modules,management,2022/3,Management,BEM
BEMM790DA,Organisation Development,30,2,Masters Modules,management,2022/3,Management,BEM
BEMM791DA,Learning and Development,30,2,Masters Modules,management,2022/3,Management,BEM
BEMM792,Research Workshops,30,1 and 2,Masters Modules,management,2022/3,Management,BEM
BEMM792DA,Leading High Performance Organisations,30,1,Masters Modules,management,2022/3,Management,BEM
BEMM908DA,Resourcing and Talent Development,30,1,Masters Modules,management,2022/3,Management,BEM
BEMM910DA,"Employee Relations, Performance and Employment Law",30,2,Masters Modules,management,2022/3,Management,BEM
BEPM001,Major Project,45,,Masters Modules,management,2022/3,Management,BEP
BEPM002,Biomimicry and Circular Economy Design Principles,15,,Masters Modules,management,2022/3,Management,BEP
BEPM003,Business Transformation Case Study,15,,Masters Modules,management,2022/3,Management,BEP
